ZIPCODE,B02001e1,B02001e2,C16001e1,C16001e3,C16001e5,B17001e1,B17001e2,B22003e1,B22003e2,B24011e1,B24011e19,B992521e1,B992521e2
31707,306853.0,199585.0,286205.0,28160.0,13969.0,293202.0,62058.0,114888.0,19870.0,2062555.0,624847.0,61382.0,1956.0
31709,291857.0,179570.0,273876.0,12526.0,6041.0,271915.0,72635.0,105393.0,24246.0,2100687.0,812682.0,68883.0,2420.0
31711,92509.0,63849.0,88297.0,5198.0,3113.0,80776.0,17986.0,31958.0,6045.0,826235.0,240180.0,22422.0,660.0
31712,137023.0,91198.0,127706.0,7725.0,3785.0,125812.0,27227.0,47171.0,9859.0,869802.0,233221.0,29748.0,1162.0
31714,269690.0,174627.0,254575.0,13173.0,7072.0,254264.0,60905.0,97440.0,21078.0,1866922.0,785623.0,63408.0,3111.0
31716,44237.0,34757.0,40918.0,1093.0,539.0,43270.0,6261.0,15446.0,1858.0,275394.0,127299.0,12038.0,465.0
31719,225612.0,131316.0,211019.0,10026.0,4889.0,212600.0,58978.0,82378.0,19893.0,1414152.0,639520.0,51805.0,2005.0
31720,130757.0,91595.0,123585.0,5734.0,2391.0,128512.0,27334.0,49010.0,10276.0,962304.0,427781.0,33506.0,1568.0
31721,217108.0,142597.0,202353.0,9877.0,3905.0,206203.0,40637.0,77938.0,14753.0,1542624.0,580659.0,50253.0,2351.0
31722,39371.0,26645.0,37071.0,2758.0,1373.0,35844.0,9808.0,13604.0,3142.0,268584.0,75334.0,8502.0,401.0
31730,178893.0,131931.0,167685.0,10543.0,5742.0,171946.0,35239.0,63128.0,10910.0,996456.0,607090.0,45174.0,1829.0
31733,216436.0,147893.0,204727.0,11129.0,5317.0,200853.0,46946.0,76004.0,16079.0,1645364.0,625003.0,52866.0,2638.0
31735,12944.0,6430.0,11750.0,626.0,222.0,12384.0,3774.0,4857.0,1382.0,78704.0,32875.0,2805.0,49.0
31738,197725.0,142163.0,184692.0,10674.0,5106.0,192849.0,43842.0,73548.0,14361.0,1320708.0,413215.0,48938.0,2390.0
31743,35188.0,25728.0,32878.0,1334.0,481.0,34528.0,8227.0,13482.0,2570.0,278467.0,32875.0,9274.0,231.0
31744,127226.0,94686.0,119159.0,4183.0,2044.0,125163.0,26299.0,47267.0,8991.0,828321.0,356158.0,32165.0,1606.0
31747,39371.0,26645.0,37071.0,2758.0,1373.0,35844.0,9808.0,13604.0,3142.0,268584.0,75334.0,8502.0,401.0
31749,200782.0,134081.0,188204.0,6768.0,2732.0,192569.0,47158.0,73651.0,16460.0,1201068.0,513197.0,46954.0,2522.0
31750,557594.0,391374.0,524642.0,22104.0,9236.0,529586.0,123651.0,202024.0,42843.0,4151806.0,1549215.0,140559.0,6801.0
31756,98546.0,72734.0,92484.0,3551.0,1720.0,96633.0,21025.0,36631.0,7239.0,592644.0,230760.0,24691.0,1286.0
31757,308448.0,213981.0,290438.0,12739.0,5150.0,300286.0,65444.0,114273.0,23166.0,2087781.0,742160.0,75947.0,3376.0
31763,81953.0,60148.0,76617.0,2338.0,684.0,79816.0,16493.0,30394.0,5060.0,657285.0,210937.0,19161.0,577.0
31764,119447.0,84954.0,112796.0,5039.0,2693.0,110958.0,26229.0,43092.0,8511.0,1072057.0,271552.0,29996.0,925.0
31765,104757.0,78984.0,97860.0,4436.0,1868.0,99630.0,22427.0,36860.0,7320.0,751018.0,268575.0,27555.0,1447.0
31768,410745.0,285234.0,384504.0,24514.0,12548.0,397673.0,93671.0,147704.0,30286.0,2390373.0,1160422.0,96721.0,4610.0
31771,315540.0,209789.0,296015.0,19897.0,10189.0,301625.0,76214.0,112933.0,24538.0,1868296.0,929409.0,72760.0,3351.0
31772,66189.0,45546.0,63163.0,3348.0,2100.0,58616.0,13682.0,22749.0,4549.0,624512.0,185865.0,16727.0,585.0
31773,268740.0,183461.0,253796.0,12240.0,6458.0,252966.0,59184.0,96661.0,20892.0,2178812.0,887887.0,68640.0,3161.0
31774,144377.0,92756.0,136062.0,6532.0,3440.0,131725.0,34466.0,50451.0,11625.0,1081989.0,409136.0,33745.0,1451.0
31775,162454.0,108485.0,152083.0,10781.0,5633.0,156166.0,38516.0,58290.0,12413.0,949719.0,589975.0,39246.0,1700.0
31778,173127.0,121635.0,162839.0,10009.0,4991.0,169870.0,37175.0,64587.0,13244.0,1237865.0,532245.0,43292.0,2223.0
31779,109348.0,72628.0,103495.0,6052.0,4023.0,98810.0,23096.0,37978.0,7568.0,843578.0,295165.0,26161.0,1011.0
31780,170492.0,109900.0,159887.0,7580.0,3445.0,161192.0,41341.0,61841.0,14175.0,1207569.0,529372.0,42353.0,1954.0
31781,238262.0,145441.0,223985.0,11239.0,5895.0,220804.0,58702.0,85115.0,20025.0,1669770.0,708058.0,55753.0,2240.0
31783,220429.0,148606.0,209156.0,11650.0,5965.0,208057.0,45466.0,78757.0,16434.0,1659723.0,705815.0,54248.0,2388.0
31784,14121.0,10212.0,12948.0,304.0,173.0,13488.0,2589.0,4860.0,642.0,79567.0,38125.0,3565.0,138.0
31787,124899.0,72795.0,116428.0,5690.0,2789.0,119277.0,32330.0,46382.0,11174.0,835563.0,384609.0,28808.0,947.0
31788,142673.0,96804.0,132532.0,10313.0,5532.0,136744.0,37590.0,51445.0,11543.0,908121.0,303054.0,30906.0,1553.0
31789,45344.0,22772.0,42276.0,2625.0,1730.0,42920.0,12772.0,16805.0,4438.0,300365.0,160310.0,9841.0,496.0
31790,73640.0,45132.0,69600.0,4908.0,2227.0,70124.0,16159.0,26078.0,5755.0,401064.0,208688.0,15794.0,888.0
31791,266313.0,164241.0,250475.0,12131.0,6251.0,248475.0,66699.0,95938.0,22171.0,1912660.0,754699.0,61715.0,2417.0
31792,226542.0,146867.0,213023.0,10851.0,4295.0,221391.0,49848.0,83633.0,18101.0,1489417.0,562190.0,52949.0,2366.0
31793,292642.0,204773.0,274604.0,12707.0,5264.0,282240.0,64016.0,106514.0,22232.0,2153485.0,817974.0,73587.0,3563.0
31794,404499.0,278605.0,379419.0,15983.0,5768.0,391100.0,91245.0,149345.0,31118.0,2699270.0,963616.0,97737.0,5056.0
31795,125944.0,80700.0,118669.0,6019.0,3368.0,122237.0,28397.0,46735.0,10568.0,934512.0,471572.0,31568.0,1411.0
31796,66189.0,45546.0,63163.0,3348.0,2100.0,58616.0,13682.0,22749.0,4549.0,624512.0,185865.0,16727.0,585.0
31798,241970.0,169050.0,227097.0,9900.0,4064.0,230290.0,55560.0,86274.0,18748.0,1712426.0,789419.0,60392.0,2957.0
31801,107364.0,78943.0,100791.0,3399.0,1141.0,104412.0,21315.0,40318.0,6770.0,866772.0,192232.0,28488.0,1022.0
31803,165853.0,120272.0,156529.0,6582.0,2772.0,159956.0,34881.0,60128.0,12664.0,1311927.0,570094.0,44278.0,2146.0
31804,26913.0,20166.0,25687.0,579.0,123.0,26598.0,2522.0,9442.0,934.0,129557.0,66861.0,7839.0,239.0
31805,70371.0,43997.0,65786.0,3690.0,2165.0,66977.0,17394.0,25925.0,5626.0,531224.0,189185.0,16317.0,678.0
31806,185802.0,136212.0,175013.0,7436.0,3035.0,179462.0,37963.0,68804.0,13527.0,1530358.0,558250.0,49479.0,2271.0
31807,14819.0,12106.0,14077.0,371.0,102.0,14704.0,679.0,5006.0,373.0,69061.0,40504.0,4429.0,55.0
31808,97589.0,58436.0,91105.0,2643.0,640.0,95542.0,12982.0,35542.0,4302.0,611788.0,158608.0,24015.0,605.0
31810,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
31811,37434.0,27562.0,35556.0,782.0,159.0,36930.0,4225.0,13385.0,1522.0,226975.0,100165.0,10717.0,320.0
31812,291497.0,201794.0,275051.0,11677.0,5880.0,276612.0,62824.0,106759.0,21440.0,2292880.0,806686.0,74961.0,2788.0
31814,45344.0,22772.0,42276.0,2625.0,1730.0,42920.0,12772.0,16805.0,4438.0,300365.0,160310.0,9841.0,496.0
31815,111533.0,68318.0,105439.0,5973.0,3830.0,101536.0,26454.0,39554.0,8987.0,924877.0,346175.0,26568.0,1081.0
31816,158348.0,113900.0,148289.0,9906.0,4963.0,149315.0,36754.0,56358.0,11885.0,1163933.0,410248.0,38633.0,2221.0
31820,65517.0,42367.0,61381.0,2295.0,489.0,65336.0,6125.0,26201.0,1665.0,483809.0,88376.0,15151.0,298.0
31821,45344.0,22772.0,42276.0,2625.0,1730.0,42920.0,12772.0,16805.0,4438.0,300365.0,160310.0,9841.0,496.0
31822,58514.0,41295.0,54524.0,4734.0,2781.0,57290.0,12583.0,21518.0,3838.0,429952.0,137768.0,14179.0,776.0
31823,5336.0,4047.0,5069.0,23.0,8.0,5207.0,1080.0,1823.0,354.0,59466.0,24091.0,1382.0,58.0
31824,157207.0,115143.0,148357.0,6267.0,2628.0,151430.0,32730.0,57107.0,11905.0,1253935.0,541712.0,42072.0,2080.0
31825,223396.0,160689.0,211520.0,9615.0,4728.0,210046.0,46412.0,79856.0,16454.0,1878447.0,727577.0,58799.0,2665.0
31826,90379.0,67726.0,84995.0,2970.0,1045.0,85658.0,18675.0,31924.0,6382.0,713683.0,295045.0,24208.0,1263.0
31827,171769.0,124827.0,161691.0,6194.0,2686.0,167584.0,35184.0,63998.0,12474.0,1299474.0,503494.0,45455.0,1853.0
31829,20740.0,14915.0,19700.0,658.0,140.0,20625.0,1563.0,7718.0,450.0,205838.0,40504.0,5933.0,71.0
31830,86926.0,60034.0,81125.0,7213.0,4001.0,82327.0,20272.0,31301.0,6344.0,582097.0,189011.0,19784.0,1079.0
31831,170979.0,125654.0,161388.0,6364.0,2683.0,164975.0,34300.0,61854.0,12512.0,1347830.0,606307.0,45935.0,2178.0
31832,80600.0,57928.0,76393.0,3394.0,1638.0,79317.0,15625.0,29930.0,6130.0,634147.0,311262.0,21727.0,915.0
31833,53416.0,39090.0,51013.0,1150.0,353.0,52651.0,7287.0,19830.0,2508.0,322024.0,35570.0,15032.0,495.0
31836,76607.0,57215.0,71964.0,2873.0,990.0,72113.0,17105.0,27177.0,5775.0,619788.0,230450.0,20345.0,1165.0
31901,82016.0,40124.0,76035.0,6770.0,3136.0,80062.0,26691.0,33584.0,8494.0,657050.0,221971.0,12469.0,361.0
31903,80526.0,36159.0,74573.0,4799.0,2175.0,75391.0,17618.0,28304.0,5863.0,618609.0,195674.0,14031.0,441.0
31904,312634.0,193864.0,291431.0,22543.0,10268.0,300538.0,64740.0,117980.0,21142.0,2302885.0,610369.0,65959.0,1592.0
31905,48902.0,30298.0,44423.0,5501.0,2591.0,40736.0,6052.0,13448.0,1620.0,285959.0,81135.0,5650.0,250.0
31906,94468.0,43540.0,88304.0,8509.0,4151.0,90662.0,26320.0,37618.0,8324.0,809766.0,249627.0,16192.0,556.0
31907,136114.0,64219.0,128239.0,8059.0,3671.0,128503.0,26288.0,48274.0,8614.0,820135.0,394355.0,26770.0,692.0
31909,233259.0,147348.0,217223.0,12614.0,4456.0,226439.0,34807.0,88668.0,10008.0,1607019.0,344730.0,51332.0,1360.0
39813,238594.0,161888.0,224996.0,10253.0,5266.0,224618.0,51982.0,85222.0,18333.0,1803219.0,809572.0,59276.0,2584.0
39815,130471.0,95119.0,122530.0,8027.0,4026.0,125632.0,27145.0,45675.0,8395.0,716089.0,493254.0,33286.0,1271.0
39817,315342.0,221549.0,296204.0,16806.0,8101.0,305465.0,71926.0,114332.0,23294.0,1840328.0,924525.0,75463.0,3596.0
39819,311861.0,215324.0,292111.0,20371.0,10474.0,301645.0,71169.0,111577.0,22525.0,1794930.0,892564.0,74051.0,3408.0
39823,126814.0,83048.0,118499.0,5628.0,3383.0,120388.0,27044.0,45827.0,8652.0,783787.0,315801.0,30686.0,1103.0
39824,105290.0,77111.0,98246.0,3104.0,1221.0,101755.0,22148.0,38928.0,6986.0,744894.0,230357.0,27293.0,1076.0
39825,87091.0,63520.0,81935.0,2324.0,1021.0,85174.0,18595.0,32933.0,6525.0,569226.0,237135.0,21969.0,1175.0
39826,5336.0,4047.0,5069.0,23.0,8.0,5207.0,1080.0,1823.0,354.0,59466.0,24091.0,1382.0,58.0
39827,243260.0,146949.0,228535.0,11292.0,6264.0,225057.0,61196.0,87268.0,20480.0,1751248.0,686773.0,56365.0,2297.0
39828,240675.0,142064.0,225153.0,10331.0,5025.0,227554.0,62361.0,88173.0,21067.0,1562746.0,675744.0,55475.0,2107.0
39834,130471.0,95119.0,122530.0,8027.0,4026.0,125632.0,27145.0,45675.0,8395.0,716089.0,493254.0,33286.0,1271.0
39836,99490.0,69637.0,92776.0,2941.0,1091.0,96182.0,21952.0,37070.0,7291.0,717244.0,192232.0,25337.0,1090.0
39837,397830.0,266832.0,374608.0,17061.0,9125.0,376613.0,89042.0,144097.0,30667.0,2794928.0,1207584.0,96859.0,4226.0
39840,14530.0,7696.0,13328.0,178.0,51.0,14055.0,3546.0,5194.0,1355.0,109435.0,18173.0,3407.0,199.0
39841,160406.0,114678.0,152097.0,7069.0,3926.0,151509.0,31198.0,57520.0,11257.0,1345742.0,586301.0,42258.0,1718.0
39842,106615.0,74318.0,101299.0,3695.0,2193.0,98374.0,20579.0,36686.0,6809.0,836352.0,236313.0,27296.0,1163.0
39845,70093.0,41373.0,65902.0,2254.0,1114.0,66729.0,17612.0,26638.0,5959.0,512901.0,169863.0,17353.0,688.0
39846,235546.0,159655.0,221360.0,9332.0,4488.0,219992.0,54025.0,84519.0,17969.0,1747316.0,601368.0,57473.0,2389.0
39851,91169.0,66899.0,85298.0,2800.0,1048.0,88267.0,19559.0,34068.0,6344.0,665327.0,192232.0,23728.0,938.0
39854,182338.0,133798.0,170596.0,5600.0,2096.0,176534.0,39118.0,68136.0,12688.0,1330654.0,384464.0,47456.0,1876.0
39859,59888.0,35498.0,56215.0,2220.0,1114.0,56655.0,15175.0,22416.0,4944.0,427389.0,123702.0,14528.0,519.0
39861,10205.0,5875.0,9687.0,34.0,0.0,10074.0,2437.0,4222.0,1015.0,85512.0,46161.0,2825.0,169.0
39862,146789.0,103474.0,139556.0,6742.0,3738.0,137933.0,29307.0,52679.0,10679.0,1258659.0,497127.0,38454.0,1500.0
39866,66189.0,45546.0,63163.0,3348.0,2100.0,58616.0,13682.0,22749.0,4549.0,624512.0,185865.0,16727.0,585.0
39867,196868.0,141494.0,183924.0,5778.0,2147.0,190589.0,42664.0,73330.0,14043.0,1440089.0,402637.0,50863.0,2075.0
39870,157207.0,115143.0,148357.0,6267.0,2628.0,151430.0,32730.0,57107.0,11905.0,1253935.0,541712.0,42072.0,2080.0
39877,85936.0,61975.0,81462.0,3417.0,1646.0,84524.0,16705.0,31753.0,6484.0,693613.0,335353.0,23109.0,973.0
39885,1579.0,1076.0,1472.0,28.0,8.0,1573.0,337.0,564.0,98.0,30230.0,0.0,425.0,4.0
39886,77734.0,54551.0,74082.0,3408.0,2116.0,69963.0,15915.0,26764.0,5311.0,741496.0,228129.0,19907.0,690.0
39897,265058.0,183808.0,249579.0,13887.0,7029.0,248649.0,60002.0,93559.0,19474.0,1812146.0,853976.0,64682.0,2629.0
